ts_ms,session_id,bot_id,battery_v,sim.motors.Wheel.target_velocity,sim.motors.Wheel.velocity,sim.motors.Wheel.target_power,sim.motors.Wheel.power,sim.motors.Wheel.position,sim.motors.Wheel2.target_velocity,sim.motors.Wheel2.velocity,sim.motors.Wheel2.target_power,sim.motors.Wheel2.power,sim.motors.Wheel2.position,sim.motors.Intake.target_velocity,sim.motors.Intake.velocity,sim.motors.Intake.target_power,sim.motors.Intake.power,sim.motors.Intake.position,sim.lift.position,sim.lift.direction,sim.lift.pwm_enabled,sim.target_rpm,sim.measured_rpm,sim.ready,sim.locked_out,sim.spin_requested,sim.battery_v,sim.last_shot.rpm_at_fire,sim.last_shot.ready_latency_ms,sim.last_shot.fire_ts,sim.last_shot.recorded_ts_ms,sim.last_shot.shot_id
1763192894906,virt-867c65f0,virtual_shooter,13.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,FORWARD,True,0,0.0,False,False,False,12.6,,,,,
1763192894920,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,12.6708260413875,,,,,
1763192895039,,,13.538,,,,,,,,,,,,,,,,,,,,,,,,12.706693994172502,,,,,
1763192895161,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,12.750332725007505,,,,,
1763192895282,,,,,,,,,,,,,,,,,,,,,,,,,,,12.792169404105003,,,,,
1763192895402,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,12.839054466979999,,,,,
1763192895522,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,12.8879342842425,,,,,
1763192895645,,,,,,,,,,,,,,,,,,,,,,,,,,,12.938696584782502,,,,,
1763192895766,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,12.987726040362503,,,,,
1763192895886,,,,,,,,,,,,,,,,,,,,,,,,,,,13.032334440072503,,,,,
1763192896008,,,,,,,,,,,,,,,,,,,,,,,,,,,13.076921014640005,,,,,
1763192896130,,,13.542,,,,,,,,,,,,,,,,,,,,,,,,13.119645915635004,,,,,
1763192896250,,,13.538,,,,,,,,,,,,,,,,,,,,,,,,13.167476366747502,,,,,
1763192896372,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,
1763192896494,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192896614,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192896735,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192896978,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192897101,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192897223,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192897344,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192897465,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192897586,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192897834,,,13.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192897955,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192898077,,,13.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192898199,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192898321,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192898443,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192898686,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192898932,,,13.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192899053,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192899173,,,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192899295,,,13.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763192900021,,,,1120.0,1120.0,0.8,0.8,2780.2363187980427,1120.0,1120.0,0.8,0.8,2780.2363187980427,,,,,,,,,2400,2397.300983638756,,,True,12.079373011886164,,,,,
1763192900143,,,,,,,,5554.086405358109,,,,,5554.086405358109,,,,,,,,,,2399.9995515489873,,,,10.969832977262138,,,,,
1763192900265,,,,,,,,8339.776205678083,,,,,8339.776205678083,,,,,,,,,,2399.9999999254887,,,,10.9,,,,,
1763192900387,,,13.551,,,,,11289.48374967809,,,,,11289.48374967809,,,,,,,,,,2399.999999999992,True,,,,,,,,
1763192900508,,,13.547,,,,,14157.921519918054,,,,,14157.921519918054,,,,,,,,,,2399.999999999999,,,,,,,,,
1763192900629,,,,,,,,16915.013596398094,,,,,16915.013596398094,,,,,,,,,,,,,,,,,,,
1763192900749,,,,,,,,19831.415176238046,,,,,19831.415176238046,,,,,,,,,,,,,,,,,,,
1763192900871,,,13.551,,,,,22825.519650158043,,,,,22825.519650158043,,,,,,,,,,,,,,,,,,,
1763192900993,,,13.547,,,,,25884.35444679811,,,,,25884.35444679811,,,,,,,,,,,,,,,,,,,
1763192901115,,,13.542,,,,,28585.799838478077,,,,,28585.799838478077,,,,,,,,,,,,,,,,,,,
1763192901236,,,13.547,,,,,31540.193391918103,,,,,31540.193391918103,,,,,,,,,,,,,,,,,,,
1763192901356,,,13.542,,,,,34181.83624023808,,,,,34181.83624023808,,,,,,,,,,,,,,,,,,,
1763192901478,,,13.547,,,,,37131.134766958,,,,,37131.134766958,,,,,,,,,,,,,,,,,,,
1763192901599,,,13.551,,,,,40069.464802158014,,,,,40069.464802158014,,,,,,,,,,,,,,,,,,,
1763192901722,,,13.547,,,,,43139.603535918024,,,,,43139.603535918024,,,,,,,,,,,,,,,,,,,
1763192901843,,,,,,,,46221.527126958004,,,,,46221.527126958004,,,,,,,,,,,,,,,,,,,
1763192901964,,,13.551,,,,,48886.692260078045,,,,,48886.692260078045,,,,,,,,,,,,,,,,,,,
1763192902084,,,13.547,,,,,51811.922018158046,,,,,51811.922018158046,,,,,,,,,,,,,,,,,,,
1763192902206,,,,,,,,55049.00933735798,,,,,55049.00933735798,,,,,,,,,,,,,,,,,,,
1763192902328,,,,,,,,58063.90972823796,,,,,58063.90972823796,,,,,,,,,,,,,,,,,,,
1763192902451,,,,,,,,61060.9868815179,,,,,61060.9868815179,,,,,,,,,,,,,,,,,,,
1763192902573,,,13.551,,,,,63960.98816919792,,,,,63960.98816919792,,,,,,,,,,,,,,,,,,,
1763192902693,,,13.547,,,,,66869.9139674379,,,,,66869.9139674379,,,,,,,,,,,,,,,,,,,
1763192902814,,,,,,,,70024.5901690379,,,,,70024.5901690379,,,,,,,,,,,,,,,,,,,
1763192902934,,,,,,,,73194.60857191795,,,,,73194.60857191795,,,,,,,,,,,,,,,,,,,
1763192903056,,,,,,,,76049.73368839781,,,,,76049.73368839781,,,,,,,,,,,,,,,,,,,
1763192903178,,,13.551,,,,,79076.2336874378,,,,,79076.2336874378,,,,,,,,,,,,,,,,,,,
1763192903300,,,13.547,,,,,81995.65398759788,,,,,81995.65398759788,,,,,,,,,,,,,,,,,,,
1763192903421,,,,,,,,84920.0788375179,,,,,84920.0788375179,,,,,,,,,,,,,,,,,,,
1763192903544,,,,,,,,87939.57804807785,,,,,87939.57804807785,,,,,,,,,,,,,,,,,,,
1763192903666,,,,,,,,90916.78566215784,,,,,90916.78566215784,,,,,,,,,,,,,,,,,,,
1763192903788,,,,,,,,93843.21228583781,,,,,93843.21228583781,,,,,,,,,,,,,,,,,,,
1763192903910,,,13.551,,,,,96673.67341303776,,,,,96673.67341303776,,,,,,,,,,,,,,,,,,,
1763192904031,,,13.547,,,,,100043.53997239783,,,,,100043.53997239783,,,,,,,,,,,,,,,,,,,
1763192904154,,,,,,,,103038.46079191782,,,,,103038.46079191782,,,,,,,,,,,,,,,,,,,
1763192904276,,,,,,,,106091.79383383782,,,,,106091.79383383782,,,,,,,,,,,,,,,,,,,
1763192904396,,,,,,,,108947.33970519785,,,,,108947.33970519785,,,,,,,,,,,,,,,,,,,
1763192904518,,,,,,,,112020.24762551783,,,,,112020.24762551783,,,,,,,,,,,,,,,,,,,
1763192904639,,,13.533,,,,,114732.67032871782,,,,,114732.67032871782,,,,,,,,,,,,,,,,,,,
1763192904759,,,13.542,,,,,118116.83182103782,,,,,118116.83182103782,,,,,,,,,,,,,,,,,,,
1763192904882,,,,,,,,121142.67359271775,,,,,121142.67359271775,,,,,,,,,,,,,,,,,,,
1763192905003,,,13.547,,,,,124167.72710279773,,,,,124167.72710279773,,,,,,,,,,,,,,,,,,,
1763192905125,,,,,,,,127374.9417136777,,,,,127374.9417136777,,,,,,,,,,,,,,,,,,,
1763192905247,,,,,,,,130544.4015098377,,,,,130544.4015098377,,,,,,,,,,,,,,,,,,,
1763192905370,,,13.551,,,,,133568.92422279768,,,,,133568.92422279768,,,,,,,,,,,,,,,,,,,
1763192905492,,,13.547,,,,,136623.00927303758,,,,,136623.00927303758,,,,,,,,,,,,,,,,,,,
1763192905613,,,,,,,,139480.07802631758,,,,,139480.07802631758,,,,,,,,,,,,,,,,,,,
1763192905734,,,,,,,,142627.91478775756,,,,,142627.91478775756,,,,,,,,,,,,,,,,,,,
1763192905856,,,,,,,,145825.2268637575,,,,,145825.2268637575,,,,,,,,,,,,,,,,,,,
1763192905977,,,,,,,,148958.87747895747,,,,,148958.87747895747,,,,,,,,,,,,,,,,,,,
1763192906100,,,,,,,,152016.01980663752,,,,,152016.01980663752,,,,,,,,,,,,,,,,,,,
1763192906221,,,,,,,,154959.77709975746,,,,,154959.77709975746,,,,,,,,,,,,,,,,,,,
1763192906344,,,,,,,,158050.82776231744,,,,,158050.82776231744,,,,,,,,,,,,,,,,,,,
1763192906466,,,,,,,,161053.85971591744,,,,,161053.85971591744,,,,,,,,,,,,,,,,,,,
1763192906588,,,13.551,,,,,164125.40935287756,,,,,164125.40935287756,,,,,,,,,,,,,,,,,,,
1763192906710,,,13.547,,,,,167392.88650119735,,,,,167392.88650119735,,,,,,,,,,,,,,,,,,,
1763192906832,,,,,,,,170320.52150183724,,,,,170320.52150183724,,,,,,,,,,,,,,,,,,,
1763192906954,,,,,,,,172965.9118779973,,,,,172965.9118779973,,,,,,,,,,,,,,,,,,,
1763192907074,,,,,,,,176013.5315490373,,,,,176013.5315490373,,,,,,,,,,,,,,,,,,,
1763192907196,,,,,,,,178855.44525191723,,,,,178855.44525191723,,,,,,,,,,,,,,,,,,,
1763192907318,,,13.551,,,,,181836.56861783715,,,,,181836.56861783715,,,,,,,,,,,,,,,,,,,
1763192907439,,,,,,,,184742.77358327716,,,,,184742.77358327716,,,,,,,,,,,,,,,,,,,
1763192907559,,,,,,,,187710.60295463703,,,,,187710.60295463703,,,,,,,,,,,,,,,,,,,
1763192907681,,,13.547,,,,,190613.22080423703,,,,,190613.22080423703,,,,,,,,,,,,,,,,,,,
1763192907802,,,,,,,,193624.11953255703,,,,,193624.11953255703,,,,,,,,,,,,,,,,,,,
1763192907924,,,13.542,,,,,196400.4793991171,,,,,196400.4793991171,,,,,,,,,,,,,,,,,,,
1763192908045,,,13.547,,,,,199348.81559719704,,,,,199348.81559719704,,,,,,,,,,,,,,,,,,,
1763192908165,,,13.542,,,,,202109.89300551693,,,,,202109.89300551693,,,,,,,,,,,,,,,,,,,
1763192908288,,,13.547,,,,,205240.82510183688,,,,,205240.82510183688,,,,,,,,,,,,,,,,,,,
1763192908411,,,,,,,,208111.39370791707,,,,,208111.39370791707,,,,,,,,,,,,,,,,,,,
1763192908531,,,13.542,,,,,211159.0332824771,,,,,211159.0332824771,,,,,,,,,,,,,,,,,,,
1763192908653,,,,,,,,214099.64609159713,,,,,214099.64609159713,,,,,,,,,,,,,,,,,,,
1763192908773,,,13.547,,,,,217064.72100887715,,,,,217064.72100887715,,,,,,,,,,,,,,,,,,,
1763192908895,,,13.542,,,,,220431.68185255726,,,,,220431.68185255726,,,,,,,,,,,,,,,,,,,
1763192909015,,,,,,,,223624.9987765573,,,,,223624.9987765573,,,,,,,,,,,,,,,,,,,
1763192909136,,,13.547,,,,,226923.6722312773,,,,,226923.6722312773,,,,,,,,,,,,,,,,,,,
1763192909256,,,13.542,,,,,230231.13629047712,,,,,230231.13629047712,,,,,,,,,,,,,,,,,,,
1763192909376,,,13.547,,,,,233294.68027495724,,,,,233294.68027495724,,,,,,,,,,,,,,,,,,,
1763192909497,,,13.542,,,,,236241.6065565572,,,,,236241.6065565572,,,,,,,,,,,,,,,,,,,
1763192909619,,,13.547,,,,,239300.23487335703,,,,,239300.23487335703,,,,,,,,,,,,,,,,,,,
1763192909739,,,,,,,,242070.48672359707,,,,,242070.48672359707,,,,,,,,,,,,,,,,,,,
1763192909862,,,,,,,,245066.64592823712,,,,,245066.64592823712,,,,,,,,,,,,,,,,,,,
1763192909982,,,,,,,,247725.84711175712,,,,,247725.84711175712,,,,,,,,,,,,,,,,,,,
1763192910104,,,13.542,,,,,250774.44674583714,,,,,250774.44674583714,,,,,,,,,,,,,,,,,,,
1763192910224,,,13.547,,,,,253551.15844919704,,,,,253551.15844919704,,,,,,,,,,,,,,,,,,,
1763192910344,,,,,,,,256616.18224935696,,,,,256616.18224935696,,,,,,,,,,,,,,,,,,,
1763192910465,,,,,,,,259245.16938327692,,,,,259245.16938327692,,,,,,,,,,,,,,,,,,,
1763192910587,,,,,,,,262316.774888077,,,,,262316.774888077,,,,,,,,,,,,,,,,,,,
1763192910708,,,,,,,,265172.9619829571,,,,,265172.9619829571,,,,,,,,,,,,,,,,,,,
1763192910828,,,,,,,,268125.730688557,,,,,268125.730688557,,,,,,,,,,,,,,,,,,,
1763192910949,,,13.542,,,,,270631.22736727714,,,,,270631.22736727714,,,,,,,,,,,,,,,,,,,
1763192911069,,,13.547,,,,,273605.3760720772,,,,,273605.3760720772,,,,,,,,,,,,,,,,,,,
1763192911190,,,13.542,,,,,276429.05853927706,,,,,276429.05853927706,,,,,,,,,,,,,,,,,,,
1763192911312,,,13.551,,,,,279544.5765179972,,,,,279544.5765179972,,,,,,,,,,,,,,,,,,,
1763192911433,,,13.542,,,,,282547.23314167716,,,,,282547.23314167716,,,,,,,,,,,,,,,,,,,
1763192911555,,,13.547,,,,,285633.84865015734,,,,,285633.84865015734,,,,,,,,,,,,,,,,,,,
1763192911675,,,,,,,,288740.24215351726,,,,,288740.24215351726,,,,,,,,,,,,,,,,,,,
1763192911797,,,13.538,,,,,291766.2126288774,,,,,291766.2126288774,,,,,,,,,,,,,,,,,,,
1763192911918,,,13.547,,,,,295194.67402439733,,,,,295194.67402439733,,,,,,,,,,,,,,,,,,,
1763192912038,,,,,,,,298399.8489674372,,,,,298399.8489674372,,,,,,,,,,,,,,,,,,,
1763192912159,,,,,,,,301295.8256863174,,,,,301295.8256863174,,,,,,,,,,,,,,,,,,,
1763192912279,,,,,,,,304149.08192039747,,,,,304149.08192039747,,,,,,,,,,,,,,,,,,,
1763192912401,,,13.551,,,,,307146.4011101573,,,,,307146.4011101573,,,,,,,,,,,,,,,,,,,
1763192912521,,,13.542,,,,,310132.1533699975,,,,,310132.1533699975,,,,,,,,,,,,,,,,,,,
1763192912642,,,,,,,,313154.5677501577,,,,,313154.5677501577,,,,,,,,,,,,,,,,,,,
1763192912764,,,13.547,,,,,315912.3572954377,,,,,315912.3572954377,,,,,,,,,,,,,,,,,,,
1763192912886,,,,,,,,318989.3488835978,,,,,318989.3488835978,,,,,,,,,,,,,,,,,,,
1763192913009,,,,,,,,321657.6954237579,,,,,321657.6954237579,,,,,,,,,,,,,,,,,,,
1763192913131,,,13.542,,,,,324759.7495296779,,,,,324759.7495296779,,,,,,,,,,,,,,,,,,,
1763192913253,,,13.547,,,,,327374.106878638,,,,,327374.106878638,,,,,,,,,,,,,,,,,,,
1763192913373,,,,,,,,330267.90213431785,,,,,330267.90213431785,,,,,,,,,,,,,,,,,,,
1763192913495,,,,,,,,332992.925695438,,,,,332992.925695438,,,,,,,,,,,,,,,,,,,
1763192913616,,,,,,,,336033.3619765581,,,,,336033.3619765581,,,,,,,,,,,,,,,,,,,
1763192913737,,,13.542,,,,,338770.6632935181,,,,,338770.6632935181,,,,,,,,,,,,,,,,,,,
1763192913858,,,13.547,,,,,341832.86666823813,,,,,341832.86666823813,,,,,,,,,,,,,,,,,,,
1763192913980,,,13.542,,,,,344695.47962871805,,,,,344695.47962871805,,,,,,,,,,,,,,,,,,,
1763192914100,,,13.547,,,,,348036.11672487785,,,,,348036.11672487785,,,,,,,,,,,,,,,,,,,
1763192914222,,,13.542,,,,,350885.9974973581,,,,,350885.9974973581,1400.0,1400.0,1.0,1.0,2199.9005364000304,0.65,,,,,False,,,,,,,,
1763192914343,,,13.547,,,,,353955.9506975181,,,,,353955.9506975181,,,,,6037.3420366001255,,,,,,,,,,,,,,
1763192914464,,,,,,,,357029.36755255825,,,,,357029.36755255825,0.0,0.0,0.0,0.0,6344.372923347396,,,,,,,True,,,2399.999999999999,347,23306,1763192914397,virt-867c65f0-1
1763192914585,,,13.542,,,,,359960.5024512781,,,,,359960.5024512781,,,,,,0.1,,,,,True,,,,,,,,
1763192914706,,,,,,,,362933.43302279804,,,,,362933.43302279804,,,,,,,,,,,,,,,,,,,
1763192914827,,,13.547,,,,,365473.57041447825,,,,,365473.57041447825,,,,,,,,,,,,,,,,,,,
1763192914948,,,,,,,,368201.22624327824,,,,,368201.22624327824,,,,,,,,,,,,,,,,,,,
1763192915069,,,,,,,,370775.29254199815,,,,,370775.29254199815,,,,,,,,,,,,,,,,,,,
1763192915191,,,13.551,,,,,373752.83534967824,,,,,373752.83534967824,,,,,,,,,,,,False,,,,,,,
1763192915314,,,13.547,,,,,376456.57460327813,,,,,376456.57460327813,,,,,,,,,,,,,,,,,,,
1763192915437,,,,,,,,379456.84948871826,,,,,379456.84948871826,,,,,,,,,,,,,,,,,,,
1763192915557,,,13.542,,,,,382102.8487696782,,,,,382102.8487696782,,,,,,,,,,,,,,,,,,,
1763192915679,,,,,,,,385034.752630158,,,,,385034.752630158,,,,,,,,,,,,,,,,,,,
1763192915801,,,13.547,,,,,387895.598331438,,,,,387895.598331438,,,,,,,,,,,,,,,,,,,
1763192915921,,,,,,,,390720.1307610381,,,,,390720.1307610381,,,,,,,,,,,,,,,,,,,
1763192916043,,,,,,,,393440.87008695817,,,,,393440.87008695817,,,,,,,,,,,,,,,,,,,
1763192916164,,,,,,,,396254.8952835981,,,,,396254.8952835981,,,,,,,,,,,,,,,,,,,
1763192916286,,,,,,,,399144.60819639795,,,,,399144.60819639795,,,,,,,,,,,,,,,,,,,
1763192916407,,,,,,,,401973.5525904777,,,,,401973.5525904777,,,,,,,,,,,,,,,,,,,
1763192916528,,,,,,,,404758.86217207776,,,,,404758.86217207776,,,,,,,,,,,,,,,,,,,
1763192916648,,,,,,,,407526.10019975755,,,,,407526.10019975755,,,,,,,,,,,,,,,,,,,
1763192916771,,,13.542,,,,,410319.8521565576,,,,,410319.8521565576,,,,,,,,,,,,,,,,,,,
1763192916891,,,13.547,,,,,412948.0817392776,,,,,412948.0817392776,,,,,,,,,,,,,,,,,,,
1763192917013,,,13.542,,,,,415587.76590919745,,,,,415587.76590919745,,,,,,,,,,,,,,,,,,,
1763192917133,,,13.547,,,,,418287.45026551763,,,,,418287.45026551763,,,,,,,,,,,,,,,,,,,
1763192917255,,,13.542,,,,,421172.44445367774,,,,,421172.44445367774,,,,,,,,,,,,,,,,,,,
1763192917377,,,,,,,,424095.0105594378,,,,,424095.0105594378,,,,,,,,,,,,,,,,,,,
1763192917498,,,,,,,,427167.00511975796,,,,,427167.00511975796,,,,,,,,,,,,,,,,,,,
1763192917619,,,,,,,,430091.67232983786,,,,,430091.67232983786,,,,,,,,,,,,,,,,,,,
1763192917741,,,,,,,,433076.7460880779,,,,,433076.7460880779,,,,,,,,,,,,,,,,,,,
1763192917865,,,13.547,,,,,436404.713722958,,,,,436404.713722958,,,,,,,,,,,,,,,,,,,
1763192917987,,,,,,,,439573.42416519806,,,,,439573.42416519806,,,,,,,,,,,,,,,,,,,
1763192918108,,,13.542,,,,,442551.70459143794,,,,,442551.70459143794,,,,,,,,,,,,,,,,,,,
1763192918229,,,13.547,,,,,445407.759043598,,,,,445407.759043598,,,,,,,,,,,,,,,,,,,
1763192918349,,,,,,,,448326.310410798,,,,,448326.310410798,,,,,,,,,,,,,,,,,,,
1763192918473,,,,,,,,451264.3562672778,,,,,451264.3562672778,,,,,,,,,,,,,,,,,,,
1763192918594,,,,,,,,454338.10761143774,,,,,454338.10761143774,,,,,,,,,,,,,,,,,,,
1763192918715,,,13.538,,,,,457228.37259351765,,,,,457228.37259351765,,,,,,,,,,,,,,,,,,,
1763192918836,,,13.542,,,,,460403.584341198,,,,,460403.584341198,,,,,,,,,,,,,,,,,,,
1763192918956,,,13.547,,,,,463497.2257709581,,,,,463497.2257709581,,,,,,,,,,,,,,,,,,,
1763192919078,,,13.542,,,,,466539.38226343825,,,,,466539.38226343825,,,,,,,,,,,,,,,,,,,
1763192919200,,,13.547,,,,,469649.13100567815,,,,,469649.13100567815,,,,,,,,,,,,,,,,,,,
1763192919322,,,13.542,,,,,472698.1406314381,,,,,472698.1406314381,,,,,,,,,,,,,,,,,,,
1763192919443,,,,,,,,475910.1523647182,,,,,475910.1523647182,,,,,,,,,,,,,,,,,,,
1763192919564,,,13.547,,,,,478495.6310960782,,,,,478495.6310960782,,,,,,,,,,,,,,,,,,,
1763192919685,,,13.542,,,,,481253.05769639806,,,,,481253.05769639806,,,,,,,,,,,,,,,,,,,
1763192919808,,,,,,,,484034.2672783183,,,,,484034.2672783183,,,,,,,,,,,,,,,,,,,
1763192919928,,,13.547,,,,,486509.5537983184,,,,,486509.5537983184,,,,,,,,,,,,,,,,,,,
1763192920052,,,13.538,,,,,489254.9901042383,,,,,489254.9901042383,,,,,,,,,,,,,,,,,,,
1763192920171,,,13.542,,,,,491863.5249595982,,,,,491863.5249595982,,,,,,,,,,,,,,,,,,,
1763192920294,,,13.547,,,,,494752.3649959179,,,,,494752.3649959179,,,,,,,,,,,,,,,,,,,
1763192920414,,,,,,,,497414.17003271787,,,,,497414.17003271787,,,,,,,,,,,,,,,,,,,
1763192920534,,,13.538,,,,,500207.845844078,,,,,500207.845844078,,,,,,,,,,,,,,,,,,,
1763192920654,,,13.542,,,,,503247.0417520782,,,,,503247.0417520782,,,,,,,,,,,,,,,,,,,
1763192920778,,,,,,,,506503.8146762382,,,,,506503.8146762382,,,,,,,,,,,,,,,,,,,
1763192920897,,,,,,,,509600.292890158,,,,,509600.292890158,,,,,,,,,,,,,,,,,,,
1763192921019,,,13.547,,,,,512669.338273198,,,,,512669.338273198,,,,,,,,,,,,,,,,,,,
1763192921140,,,,,,,,515499.7314555981,,,,,515499.7314555981,,,,,,,,,,,,,,,,,,,
1763192921261,,,,,,,,518366.4731571979,,,,,518366.4731571979,,,,,,,,,,,,,,,,,,,
1763192921383,,,,,,,,521291.1256605579,,,,,521291.1256605579,,,,,,,,,,,,,,,,,,,
1763192921503,,,,,,,,524119.77440823783,,,,,524119.77440823783,,,,,,,,,,,,,,,,,,,
1763192921626,,,13.542,,,,,526952.9733328779,,,,,526952.9733328779,,,,,,,,,,,,,,,,,,,
1763192921747,,,,,,,,529661.1353264777,,,,,529661.1353264777,,,,,,,,,,,,,,,,,,,
1763192921868,,,13.547,,,,,532422.783440878,,,,,532422.783440878,,,,,,,,,,,,,,,,,,,
1763192921991,,,,,,,,535000.051741198,,,,,535000.051741198,,,,,,,,,,,,,,,,,,,
1763192922111,,,,,,,,537710.2377831184,,,,,537710.2377831184,,,,,,,,,,,,,,,,,,,
1763192922233,,,,,,,,540386.9983154383,,,,,540386.9983154383,,,,,,,,,,,,,,,,,,,
1763192922354,,,13.538,,,,,543158.637853518,,,,,543158.637853518,,,,,,,,,,,,,,,,,,,
1763192922477,,,13.542,,,,,545952.262403598,,,,,545952.262403598,,,,,,,,,,,,,,,,,,,
1763192922599,,,,,,,,548812.8470967178,,,,,548812.8470967178,,,,,,,,,,,,,,,,,,,
1763192922728,,,,,,,,551667.9114151179,,,,,551667.9114151179,,,,,,,,,,,,,,,,,,,
1763192922848,,,13.547,,,,,554400.6877562378,,,,,554400.6877562378,,,,,,,,,,,,,,,,,,,
1763192922971,,,,,,,,557346.2965896777,,,,,557346.2965896777,,,,,,,,,,,,,,,,,,,
1763192923092,,,13.542,,,,,560136.884088398,,,,,560136.884088398,,,,,,,,,,,,,,,,,,,
1763192923213,,,13.547,,,,,563050.7056586377,,,,,563050.7056586377,,,,,,,,,,,,,,,,,,,
1763192923334,,,13.542,,,,,565833.971901038,,,,,565833.971901038,,,,,,,,,,,,,,,,,,,
1763192923454,,,,,,,,568685.6477479184,,,,,568685.6477479184,,,,,,,,,,,,,,,,,,,
1763192923576,,,,,,,,571703.8452115982,,,,,571703.8452115982,,,,,,,,,,,,,,,,,,,
1763192923698,,,13.538,,,,,574940.0740754382,,,,,574940.0740754382,,,,,,,,,,,,,,,,,,,
1763192923819,,,13.542,,,,,578130.5179821582,,,,,578130.5179821582,,,,,,,,,,,,,,,,,,,
1763192923940,,,13.547,,,,,580918.7237672783,,,,,580918.7237672783,,,,,,,,,,,,,,,,,,,
1763192924062,,,,,,,,583736.4014093585,,,,,583736.4014093585,,,,,,,,,,,,,,,,,,,
1763192924183,,,13.542,,,,,587008.5446221584,,,,,587008.5446221584,,,,,,,,,,,,,,,,,,,
1763192924305,,,13.547,,,,,590205.1788371984,,,,,590205.1788371984,,,,,,,,,,,,,,,,,,,
1763192924426,,,13.542,,,,,593304.4471301584,,,,,593304.4471301584,,,,,,,,,,,,,,,,,,,
1763192924548,,,13.547,,,,,596329.9720269587,,,,,596329.9720269587,,,,,,,,,,,,,,,,,,,
1763192924670,,,,,,,,599273.8609514385,,,,,599273.8609514385,,,,,,,,,,,,,,,,,,,
1763192924792,,,,,,,,602088.6472698383,,,,,602088.6472698383,,,,,,,,,,,,,,,,,,,
1763192924912,,,13.542,,,,,604933.0828487178,,,,,604933.0828487178,,,,,,,,,,,,,,,,,,,
1763192925038,,,,,,,,607584.9591751179,,,,,607584.9591751179,,,,,,,,,,,,,,,,,,,
1763192925158,,,13.547,,,,,610256.637074638,,,,,610256.637074638,,,,,,,,,,,,,,,,,,,
1763192925281,,,13.542,,,,,613199.943888078,,,,,613199.943888078,,,,,,,,,,,,,,,,,,,
1763192925404,,,,,,,,616075.101182318,,,,,616075.101182318,,,,,,,,,,,,,,,,,,,
1763192925523,,,13.547,,,,,618959.3306658382,,,,,618959.3306658382,,,,,,,,,,,,,,,,,,,
1763192925645,,,,,,,,621761.4890357581,,,,,621761.4890357581,,,,,,,,,,,,,,,,,,,
1763192925768,,,,,,,,624595.4065960782,,,,,624595.4065960782,,,,,,,,,,,,,,,,,,,
1763192925891,,,13.542,,,,,627304.7472194383,,,,,627304.7472194383,,,,,,,,,,,,,,,,,,,
1763192926012,,,13.547,,,,,630175.3974634382,,,,,630175.3974634382,,,,,,,,,,,,,,,,,,,
1763192926135,,,13.542,,,,,632812.597345678,,,,,632812.597345678,,,,,,,,,,,,,,,,,,,
1763192926257,,,,,,,,635635.0479394378,,,,,635635.0479394378,,,,,,,,,,,,,,,,,,,
1763192926379,,,13.533,,,,,638214.0988485576,,,,,638214.0988485576,,,,,,,,,,,,,,,,,,,
1763192926501,,,13.542,,,,,641439.3922059978,,,,,641439.3922059978,,,,,,,,,,,,,,,,,,,
1763192926622,,,,,,,,644501.6187647178,,,,,644501.6187647178,,,,,,,,,,,,,,,,,,,
1763192926745,,,,,,,,647727.0493031183,,,,,647727.0493031183,,,,,,,,,,,,,,,,,,,
1763192926865,,,,,,,,650674.9849735183,,,,,650674.9849735183,,,,,,,,,,,,,,,,,,,
