ts_ms,session_id,bot_id,battery_v,sim.motors.Wheel.target_velocity,sim.motors.Wheel.velocity,sim.motors.Wheel.target_power,sim.motors.Wheel.power,sim.motors.Wheel.position,sim.motors.Wheel2.target_velocity,sim.motors.Wheel2.velocity,sim.motors.Wheel2.target_power,sim.motors.Wheel2.power,sim.motors.Wheel2.position,sim.motors.Intake.target_velocity,sim.motors.Intake.velocity,sim.motors.Intake.target_power,sim.motors.Intake.power,sim.motors.Intake.position,sim.lift.position,sim.lift.direction,sim.lift.pwm_enabled,sim.target_rpm,sim.measured_rpm,sim.ready,sim.locked_out,sim.spin_requested,sim.battery_v,sim.last_shot.rpm_at_fire,sim.last_shot.ready_latency_ms,sim.last_shot.fire_ts,sim.last_shot.recorded_ts_ms,sim.last_shot.shot_id
1763192926986,,,,,,,,653769.8132056778,,,,,653769.8132056778,,,,,,,,,,,,,,,,,,,
1763192927109,,,,,,,,656813.2070954376,,,,,656813.2070954376,,,,,,,,,,,,,,,,,,,
1763192927231,,,,,,,,660042.3426823175,,,,,660042.3426823175,,,,,,,,,,,,,,,,,,,
1763192927351,,,,,,,,662999.8712557576,,,,,662999.8712557576,,,,,,,,,,,,,,,,,,,
1763192927472,,,,,,,,666149.513174958,,,,,666149.513174958,,,,,,,,,,,,,,,,,,,
1763192927597,,,,,,,,669381.4754301576,,,,,669381.4754301576,,,,,,,,,,,,,,,,,,,
1763192927718,,,13.547,,,,,672520.6261379975,,,,,672520.6261379975,,,,,,,,,,,,,,,,,,,
1763192927841,,,13.542,,,,,675750.8175107975,,,,,675750.8175107975,,,,,,,,,,,,,,,,,,,
1763192927961,,,,,,,,678451.4837946377,,,,,678451.4837946377,,,,,,,,,,,,,,,,,,,
1763192928083,,,13.547,,,,,681396.1616157575,,,,,681396.1616157575,,,,,,,,,,,,,,,,,,,
1763192928203,,,13.542,,,,,684211.5372389578,,,,,684211.5372389578,,,,,,,,,,,,,,,,,,,
1763192928325,,,13.547,,,,,687233.615480238,,,,,687233.615480238,,,,,,,,,,,,,,,,,,,
1763192928447,,,13.542,,,,,690108.0132442379,,,,,690108.0132442379,,,,,,,,,,,,,,,,,,,
1763192928568,,,,,,,,693027.2836043979,,,,,693027.2836043979,,,,,,,,,,,,,,,,,,,
1763192928689,,,13.547,,,,,695858.8962259983,,,,,695858.8962259983,,,,,,,,,,,,,,,,,,,
1763192928811,,,13.542,,,,,698808.3525629579,,,,,698808.3525629579,,,,,,,,,,,,,,,,,,,
1763192928934,,,,,,,,701581.3023711178,,,,,701581.3023711178,,,,,,,,,,,,,,,,,,,
1763192929055,,,,,,,,704528.363556718,,,,,704528.363556718,,,,,,,,,,,,,,,,,,,
1763192929178,,,13.533,,,,,707013.7016253578,,,,,707013.7016253578,,,,,,,,,,,,,,,,,,,
1763192929299,,,13.538,,,,,710339.4332194381,,,,,710339.4332194381,,,,,,,,,,,,,,,,,,,
1763192929420,,,13.547,,,,,713129.9321989582,,,,,713129.9321989582,,,,,,,,,,,,,,,,,,,
1763192929541,,,13.542,,,,,716000.6817488781,,,,,716000.6817488781,,,,,,,,,,,,,,,,,,,
1763192929662,,,,,,,,718576.234368238,,,,,718576.234368238,,,,,,,,,,,,,,,,,,,
1763192929782,,,,,,,,721471.1749056778,,,,,721471.1749056778,,,,,,,,,,,,,,,,,,,
1763192929904,,,13.538,,,,,724357.4195648778,,,,,724357.4195648778,,,,,,,,,,,,,,,,,,,
1763192930026,,,13.542,,,,,727336.7877642373,,,,,727336.7877642373,,,,,,,,,,,,,,,,,,,
1763192930147,,,13.538,,,,,730046.2044938373,,,,,730046.2044938373,,,,,,,,,,,,,,,,,,,
1763192930270,,,13.542,,,,,733029.2953738373,,,,,733029.2953738373,,,,,,,,,,,,,,,,,,,
1763192930391,,,,,,,,735958.3680266375,,,,,735958.3680266375,,,,,,,,,,,,,,,,,,,
1763192930512,,,,,,,,738781.2739810372,,,,,738781.2739810372,,,,,,,,,,,,,,,,,,,
1763192930635,,,,,,,,741757.3840253572,,,,,741757.3840253572,,,,,,,,,,,,,,,,,,,
1763192930754,,,,,,,,744757.4655103174,,,,,744757.4655103174,,,,,,,,,,,,,,,,,,,
1763192930877,,,,,,,,748038.8573291972,,,,,748038.8573291972,,,,,,,,,,,,,,,,,,,
1763192930999,,,,,,,,750973.2213122371,,,,,750973.2213122371,,,,,,,,,,,,,,,,,,,
1763192931120,,,13.547,,,,,753847.3476162376,,,,,753847.3476162376,,,,,,,,,,,,,,,,,,,
1763192931241,,,13.542,,,,,756443.9336687174,,,,,756443.9336687174,,,,,,,,,,,,,,,,,,,
1763192931363,,,13.547,,,,,759505.3013957574,,,,,759505.3013957574,,,,,,,,,,,,,,,,,,,
1763192931485,,,13.542,,,,,762144.0000227976,,,,,762144.0000227976,,,,,,,,,,,,,,,,,,,
1763192931606,,,,,,,,765131.6279824779,,,,,765131.6279824779,,,,,,,,,,,,,,,,,,,
1763192931729,,,,,,,,767845.4834602379,,,,,767845.4834602379,,,,,,,,,,,,,,,,,,,
1763192931850,,,,,,,,770666.2314445581,,,,,770666.2314445581,,,,,,,,,,,,,,,,,,,
1763192931973,,,13.538,,,,,773140.8345775183,,,,,773140.8345775183,,,,,,,,,,,,,,,,,,,
1763192932094,,,13.542,,,,,776594.7244037583,,,,,776594.7244037583,,,,,,,,,,,,,,,,,,,
1763192932220,,,,,,,,779556.912552398,,,,,779556.912552398,,,,,,,,,,,,,,,,,,,
1763192932340,,,13.547,,,,,782428.3794914382,,,,,782428.3794914382,,,,,,,,,,,,,,,,,,,
1763192932461,,,13.542,,,,,785176.7205285579,,,,,785176.7205285579,,,,,,,,,,,,,,,,,,,
1763192932582,,,,,,,,788083.6301296781,,,,,788083.6301296781,,,,,,,,,,,,,,,,,,,
1763192932702,,,13.547,,,,,790747.8544751186,,,,,790747.8544751186,,,,,,,,,,,,,,,,,,,
1763192932823,,,,,,,,793597.9793023187,,,,,793597.9793023187,,,,,,,,,,,,,,,,,,,
1763192932945,,,13.542,,,,,796255.1920803984,,,,,796255.1920803984,,,,,,,,,,,,,,,,,,,
1763192933067,,,,,,,,799156.3118415184,,,,,799156.3118415184,,,,,,,,,,,,,,,,,,,
1763192933189,,,13.538,,,,,801981.1438453586,,,,,801981.1438453586,,,,,,,,,,,,,,,,,,,
1763192933311,,,13.542,,,,,804901.2978115985,,,,,804901.2978115985,,,,,,,,,,,,,,,,,,,
1763192933433,,,,,,,,807633.0520082389,,,,,807633.0520082389,,,,,,,,,,,,,,,,,,,
1763192933554,,,,,,,,810256.7987506391,,,,,810256.7987506391,,,,,,,,,,,,,,,,,,,
1763192933674,,,,,,,,813020.9987872788,,,,,813020.9987872788,,,,,,,,,,,,,,,,,,,
1763192933796,,,,,,,,816018.2777880785,,,,,816018.2777880785,,,,,,,,,,,,,,,,,,,
1763192933918,,,13.538,,,,,819161.5709301585,,,,,819161.5709301585,,,,,,,,,,,,,,,,,,,
1763192934039,,,,,,,,822045.1777507988,,,,,822045.1777507988,,,,,,,,,,,,,,,,,,,
1763192934161,,,,,,,,825177.8169791187,,,,,825177.8169791187,,,,,,,,,,,,,,,,,,,
1763192934283,,,13.542,,,,,828110.0004632788,,,,,828110.0004632788,,,,,,,,,,,,,,,,,,,
1763192934403,,,13.547,,,,,830956.4395003993,,,,,830956.4395003993,,,,,,,,,,,,,,,,,,,
1763192934524,,,13.542,,,,,833542.7394504794,,,,,833542.7394504794,,,,,,,,,,,,,,,,,,,
1763192934644,,,,,,,,836320.6676407197,,,,,836320.6676407197,,,,,,,,,,,,,,,,,,,
1763192934767,,,,,,,,839125.6677003992,,,,,839125.6677003992,,,,,,,,,,,,,,,,,,,
1763192934887,,,,,,,,842563.1774840791,,,,,842563.1774840791,,,,,,,,,,,,,,,,,,,
1763192935008,,,,,,,,845500.624205519,,,,,845500.624205519,,,,,,,,,,,,,,,,,,,
1763192935129,,,,,,,,848385.8441296791,,,,,848385.8441296791,,,,,,,,,,,,,,,,,,,
1763192935250,,,,,,,,851294.6948173592,,,,,851294.6948173592,,,,,,,,,,,,,,,,,,,
1763192935372,,,,,,,,854565.4121682392,,,,,854565.4121682392,,,,,,,,,,,,,,,,,,,
1763192935494,,,,,,,,857399.0141976794,,,,,857399.0141976794,,,,,,,,,,,,,,,,,,,
1763192935616,,,,,,,,860135.5873690394,,,,,860135.5873690394,1400.0,1400.0,1.0,1.0,6683.5333995473875,0.65,,,,,False,,,,,,,,
1763192935737,,,,,,,,863197.9429371995,,,,,863197.9429371995,,,,,10511.477859747414,,,,,,,,,,,,,,
1763192935859,,,,,,,,866187.7396659995,,,,,866187.7396659995,0.0,0.0,0.0,0.0,11888.96110814736,,,,,,,True,,,,14546,44744,1763192935835,virt-867c65f0-2
1763192935980,,,13.538,,,,,869270.4021591196,,,,,869270.4021591196,,,,,,0.1,,,,,True,,,,,,,,
1763192936101,,,13.542,,,,,872253.0647891993,,,,,872253.0647891993,,,,,,,,,,,,,,,,,,,
1763192936223,,,13.547,,,,,875322.6619256794,,,,,875322.6619256794,,,,,,,,,,,,,,,,,,,
1763192936344,,,13.542,,,,,878334.9284013594,,,,,878334.9284013594,,,,,,,,,,,,,,,,,,,
1763192936466,,,,,,,,881382.4271751192,,,,,881382.4271751192,,,,,,,,,,,,,,,,,,,
1763192936587,,,13.547,,,,,884109.8452021596,,,,,884109.8452021596,,,,,,,,,,,,False,,,,,,,
1763192936708,,,13.533,,,,,886814.1146234395,,,,,886814.1146234395,,,,,,,,,,,,,,,,,,,
1763192936831,,,13.542,,,,,889680.2379483993,,,,,889680.2379483993,,,,,,,,,,,,,,,,,,,
1763192936954,,,,,,,,892574.9762653592,,,,,892574.9762653592,,,,,,,,,,,,,,,,,,,
1763192937076,,,,,,,,895474.9749221593,,,,,895474.9749221593,,,,,,,,,,,,,,,,,,,
1763192937196,,,,,,,,898416.6359975197,,,,,898416.6359975197,,,,,,,,,,,,,,,,,,,
1763192937319,,,,,,,,901319.0536258395,,,,,901319.0536258395,,,,,,,,,,,,,,,,,,,
1763192937441,,,13.547,,,,,904194.8972437595,,,,,904194.8972437595,,,,,,,,,,,,,,,,,,,
1763192937562,,,13.538,,,,,907008.3857207196,,,,,907008.3857207196,,,,,,,,,,,,,,,,,,,
1763192937685,,,13.542,,,,,910346.0514188003,,,,,910346.0514188003,,,,,,,,,,,,,,,,,,,
1763192937807,,,13.547,,,,,913287.40673192,,,,,913287.40673192,,,,,,,,,,,,,,,,,,,
1763192937930,,,,,,,,916138.5174368798,,,,,916138.5174368798,,,,,,,,,,,,,,,,,,,
1763192938053,,,13.538,,,,,918906.1177408799,,,,,918906.1177408799,,,,,,,,,,,,,,,,,,,
1763192938174,,,13.542,,,,,921682.7481120798,,,,,921682.7481120798,,,,,,,,,,,,,,,,,,,
1763192938294,,,,,,,,924446.9772104798,,,,,924446.9772104798,,,,,,,,,,,,,,,,,,,
1763192938416,,,,,,,,927296.1096325597,,,,,927296.1096325597,,,,,,,,,,,,,,,,,,,
1763192938539,,,,,,,,930191.1295735195,,,,,930191.1295735195,,,,,,,,,,,,,,,,,,,
1763192938661,,,,,,,,932995.6118807195,,,,,932995.6118807195,,,,,,,,,,,,,,,,,,,
1763192938783,,,,,,,,935995.9014706397,,,,,935995.9014706397,,,,,,,,,,,,,,,,,,,
1763192938905,,,,,,,,939008.4851672798,,,,,939008.4851672798,,,,,,,,,,,,,,,,,,,
1763192939027,,,13.547,,,,,941974.5106699998,,,,,941974.5106699998,,,,,,,,,,,,,,,,,,,
1763192939148,,,13.542,,,,,944904.8472058395,,,,,944904.8472058395,,,,,,,,,,,,,,,,,,,
1763192939269,,,13.538,,,,,947994.3759138398,,,,,947994.3759138398,,,,,,,,,,,,,,,,,,,
1763192939394,,,13.542,,,,,951240.63211528,,,,,951240.63211528,,,,,,,,,,,,,,,,,,,
1763192939516,,,,,,,,954387.53295768,,,,,954387.53295768,,,,,,,,,,,,,,,,,,,
1763192939638,,,,,,,,957662.7305079197,,,,,957662.7305079197,,,,,,,,,,,,,,,,,,,
1763192939759,,,13.533,,,,,960752.9929200794,,,,,960752.9929200794,,,,,,,,,,,,,,,,,,,
1763192939880,,,13.538,,,,,963916.6704059993,,,,,963916.6704059993,,,,,,,,,,,,,,,,,,,
1763192940002,,,,,,,,966665.7379400791,,,,,966665.7379400791,,,,,,,,,,,,,,,,,,,
1763192940122,,,13.542,,,,,969583.4624863194,,,,,969583.4624863194,,,,,,,,,,,,,,,,,,,
1763192940244,,,13.529,,,,,972052.8059682393,,,,,972052.8059682393,,,,,,,,,,,,,,,,,,,
1763192940364,,,13.538,,,,,975321.3656771991,,,,,975321.3656771991,,,,,,,,,,,,,,,,,,,
1763192940486,,,13.542,,,,,978550.5022563993,,,,,978550.5022563993,,,,,,,,,,,,,,,,,,,
1763192940606,,,,,,,,981332.9848392792,,,,,981332.9848392792,,,,,,,,,,,,,,,,,,,
1763192940728,,,,,,,,984201.4072274396,,,,,984201.4072274396,,,,,,,,,,,,,,,,,,,
1763192940848,,,,,,,,987128.7210938393,,,,,987128.7210938393,,,,,,,,,,,,,,,,,,,
1763192940968,,,13.547,,,,,989930.2970480797,,,,,989930.2970480797,,,,,,,,,,,,,,,,,,,
1763192941091,,,13.542,,,,,992895.9119307991,,,,,992895.9119307991,,,,,,,,,,,,,,,,,,,
1763192941212,,,,,,,,995581.3689439191,,,,,995581.3689439191,,,,,,,,,,,,,,,,,,,
1763192941332,,,,,,,,998412.8933408791,,,,,998412.8933408791,,,,,,,,,,,,,,,,,,,
1763192941454,,,,,,,,1001244.6343525588,,,,,1001244.6343525588,,,,,,,,,,,,,,,,,,,
1763192941576,,,,,,,,1004056.2863218384,,,,,1004056.2863218384,,,,,,,,,,,,,,,,,,,
1763192941700,,,,,,,,1006917.8454328786,,,,,1006917.8454328786,,,,,,,,,,,,,,,,,,,
1763192941820,,,,,,,,1009690.435922638,,,,,1009690.435922638,,,,,,,,,,,,,,,,,,,
1763192941942,,,13.547,,,,,1012720.650438638,,,,,1012720.650438638,,,,,,,,,,,,,,,,,,,
1763192942065,,,13.542,,,,,1015638.4223888782,,,,,1015638.4223888782,,,,,,,,,,,,,,,,,,,
1763192942187,,,,,,,,1018599.8726042379,,,,,1018599.8726042379,,,,,,,,,,,,,,,,,,,
1763192942309,,,13.533,,,,,1021742.3503773574,,,,,1021742.3503773574,,,,,,,,,,,,,,,,,,,
1763192942431,,,13.538,,,,,1024901.9886202373,,,,,1024901.9886202373,,,,,,,,,,,,,,,,,,,
1763192942552,,,13.542,,,,,1027835.3066128775,,,,,1027835.3066128775,,,,,,,,,,,,,,,,,,,
1763192942675,,,,,,,,1030693.9264115973,,,,,1030693.9264115973,,,,,,,,,,,,,,,,,,,
1763192942797,,,,,,,,1033236.1178631175,,,,,1033236.1178631175,,,,,,,,,,,,,,,,,,,
1763192942917,,,13.538,,,,,1036118.2044125574,,,,,1036118.2044125574,,,,,,,,,,,,,,,,,,,
1763192943038,,,13.533,,,,,1038570.2489288773,,,,,1038570.2489288773,,,,,,,,,,,,,,,,,,,
1763192943160,,,13.538,,,,,1041980.9772355976,,,,,1041980.9772355976,,,,,,,,,,,,,,,,,,,
1763192943283,,,,,,,,1044652.7707650377,,,,,1044652.7707650377,,,,,,,,,,,,,,,,,,,
1763192943404,,,,,,,,1047451.0846274376,,,,,1047451.0846274376,,,,,,,,,,,,,,,,,,,
1763192943524,,,,,,,,1049949.1999192776,,,,,1049949.1999192776,,,,,,,,,,,,,,,,,,,
1763192943645,,,13.542,,,,,1052810.4777759174,,,,,1052810.4777759174,1400.0,1400.0,1.0,1.0,13400.670465347293,0.65,,,,,False,,,,,,,,
1763192943765,,,,,,,,1055443.8086080775,,,,,1055443.8086080775,,,,,16692.33400554745,,,,,,,,,,,,,,
1763192943888,,,,,,,,1058199.613306157,,,,,1058199.613306157,0.0,0.0,0.0,0.0,17266.994627747496,,,,,,,True,,,,35984,52749,1763192943841,virt-867c65f0-3
1763192944011,,,,,,,,1060934.6968954364,,,,,1060934.6968954364,,,,,,0.1,,,,,True,,,,,,,,
1763192944132,,,13.538,,,,,1063850.5709071164,,,,,1063850.5709071164,,,,,,,,,,,,,,,,,,,
1763192944253,,,13.542,,,,,1066879.321335596,,,,,1066879.321335596,,,,,,,,,,,,,,,,,,,
1763192944373,,,,,,,,1069845.6895146356,,,,,1069845.6895146356,,,,,,,,,,,,,,,,,,,
1763192944495,,,13.538,,,,,1072828.8725146363,,,,,1072828.8725146363,,,,,,,,,,,,,,,,,,,
1763192944615,,,13.542,,,,,1075675.3396379962,,,,,1075675.3396379962,,,,,,,,,,,,False,,,,,,,
1763192944736,,,,,,,,1078912.7562215158,,,,,1078912.7562215158,,,,,,,,,,,,,,,,,,,
1763192944858,,,,,,,,1081720.7704475957,,,,,1081720.7704475957,,,,,,,,,,,,,,,,,,,
1763192944980,,,,,,,,1084571.8772247157,,,,,1084571.8772247157,,,,,,,,,,,,,,,,,,,
1763192945101,,,13.538,,,,,1087251.5970042357,,,,,1087251.5970042357,,,,,,,,,,,,,,,,,,,
1763192945223,,,13.542,,,,,1090177.324257356,,,,,1090177.324257356,,,,,,,,,,,,,,,,,,,
1763192945345,,,,,,,,1092994.1558413561,,,,,1092994.1558413561,,,,,,,,,,,,,,,,,,,
1763192945466,,,,,,,,1095894.9492579955,,,,,1095894.9492579955,,,,,,,,,,,,,,,,,,,
1763192945588,,,,,,,,1098540.857083115,,,,,1098540.857083115,,,,,,,,,,,,,,,,,,,
1763192945709,,,,,,,,1101435.142675915,,,,,1101435.142675915,,,,,,,,,,,,,,,,,,,
1763192945831,,,,,,,,1104558.597337515,,,,,1104558.597337515,,,,,,,,,,,,,,,,,,,
1763192945953,,,,,,,,1107858.167498955,,,,,1107858.167498955,,,,,,,,,,,,,,,,,,,
1763192946075,,,13.538,,,,,1110818.0480690352,,,,,1110818.0480690352,,,,,,,,,,,,,,,,,,,
1763192946198,,,13.542,,,,,1113924.0362231152,,,,,1113924.0362231152,,,,,,,,,,,,,,,,,,,
1763192946319,,,13.538,,,,,1116367.1264984754,,,,,1116367.1264984754,,,,,,,,,,,,,,,,,,,
1763192946441,,,13.542,,,,,1119535.4416859949,,,,,1119535.4416859949,,,,,,,,,,,,,,,,,,,
1763192946562,,,13.538,,,,,1122430.2832501542,,,,,1122430.2832501542,,,,,,,,,,,,,,,,,,,
1763192946685,,,,,,,,1125345.3124906337,,,,,1125345.3124906337,,,,,,,,,,,,,,,,,,,
1763192946806,,,,,,,,1128186.3066399135,,,,,1128186.3066399135,,,,,,,,,,,,,,,,,,,
1763192946928,,,13.542,,,,,1131242.9145338337,,,,,1131242.9145338337,,,,,,,,,,,,,,,,,,,
1763192947048,,,,,,,,1134352.886390153,,,,,1134352.886390153,,,,,,,,,,,,,,,,,,,
1763192947170,,,,,,,,1137300.6688680733,,,,,1137300.6688680733,,,,,,,,,,,,,,,,,,,
1763192947293,,,,,,,,1140490.2356613528,,,,,1140490.2356613528,,,,,,,,,,,,,,,,,,,
1763192947415,,,13.538,,,,,1143458.7751776727,,,,,1143458.7751776727,,,,,,,,,,,,,,,,,,,
1763192947535,,,13.542,,,,,1146546.4490603926,,,,,1146546.4490603926,,,,,,,,,,,,,,,,,,,
1763192947658,,,13.538,,,,,1149573.1865363924,,,,,1149573.1865363924,,,,,,,,,,,,,,,,,,,
1763192947779,,,13.542,,,,,1152722.2273896732,,,,,1152722.2273896732,,,,,,,,,,,,,,,,,,,
1763192947900,,,13.538,,,,,1155396.983141032,,,,,1155396.983141032,,,,,,,,,,,,,,,,,,,
1763192948021,,,,,,,,1158151.3208015112,,,,,1158151.3208015112,,,,,,,,,,,,,,,,,,,
1763192948142,,,13.542,,,,,1160769.988558952,,,,,1160769.988558952,,,,,,,,,,,,,,,,,,,
1763192948265,,,,,,,,1163723.0127320713,,,,,1163723.0127320713,,,,,,,,,,,,,,,,,,,
1763192948386,,,,,,,,1166378.2263045516,,,,,1166378.2263045516,,,,,,,,,,,,,,,,,,,
1763192948507,,,13.533,,,,,1169306.2725647108,,,,,1169306.2725647108,,,,,,,,,,,,,,,,,,,
1763192948628,,,13.538,,,,,1172248.1338949506,,,,,1172248.1338949506,,,,,,,,,,,,,,,,,,,
1763192948749,,,13.542,,,,,1175073.6940455108,,,,,1175073.6940455108,,,,,,,,,,,,,,,,,,,
1763192948871,,,,,,,,1177866.8276178304,,,,,1177866.8276178304,,,,,,,,,,,,,,,,,,,
1763192948993,,,,,,,,1180888.1271007098,,,,,1180888.1271007098,,,,,,,,,,,,,,,,,,,
1763192949115,,,13.538,,,,,1183680.44170215,,,,,1183680.44170215,,,,,,,,,,,,,,,,,,,
1763192949237,,,,,,,,1186560.5783506304,,,,,1186560.5783506304,,,,,,,,,,,,,,,,,,,
1763192949358,,,13.542,,,,,1189395.0143253496,,,,,1189395.0143253496,,,,,,,,,,,,,,,,,,,
1763192949480,,,,,,,,1192305.3052591097,,,,,1192305.3052591097,,,,,,,,,,,,,,,,,,,
1763192949601,,,13.538,,,,,1195050.2153027894,,,,,1195050.2153027894,,,,,,,,,,,,,,,,,,,
1763192949723,,,,,,,,1198238.2219271094,,,,,1198238.2219271094,,,,,,,,,,,,,,,,,,,
1763192949845,,,13.529,,,,,1201389.7421871088,,,,,1201389.7421871088,,,,,,,,,,,,,,,,,,,
1763192949966,,,13.542,,,,,1204442.924660709,,,,,1204442.924660709,,,,,,,,,,,,,,,,,,,
1763192950088,,,13.533,,,,,1207581.5543299892,,,,,1207581.5543299892,,,,,,,,,,,,,,,,,,,
1763192950208,,,13.538,,,,,1210626.590410789,,,,,1210626.590410789,,,,,,,,,,,,,,,,,,,
1763192950331,,,,,,,,1213595.1505339886,,,,,1213595.1505339886,,,,,,,,,,,,,,,,,,,
1763192950452,,,13.542,,,,,1216332.0738856685,,,,,1216332.0738856685,,,,,,,,,,,,,,,,,,,
1763192950575,,,13.538,,,,,1219501.8613075875,,,,,1219501.8613075875,,,,,,,,,,,,,,,,,,,
1763192950696,,,13.542,,,,,1222516.873415107,,,,,1222516.873415107,,,,,,,,,,,,,,,,,,,
1763192950817,,,,,,,,1225527.2164823068,,,,,1225527.2164823068,,,,,,,,,,,,,,,,,,,
1763192950940,,,13.538,,,,,1228250.9046181466,,,,,1228250.9046181466,,,,,,,,,,,,,,,,,,,
1763192951063,,,,,,,,1231121.6639938266,,,,,1231121.6639938266,,,,,,,,,,,,,,,,,,,
1763192951186,,,,,,,,1234104.316183267,,,,,1234104.316183267,,,,,,,,,,,,,,,,,,,
1763192951308,,,,,,,,1237289.1446888666,,,,,1237289.1446888666,,,,,,,,,,,,,,,,,,,
1763192951429,,,13.542,,,,,1240163.529095747,,,,,1240163.529095747,,,,,,,,,,,,,,,,,,,
1763192951552,,,13.538,,,,,1243012.0156743072,,,,,1243012.0156743072,,,,,,,,,,,,,,,,,,,
1763192951673,,,13.542,,,,,1245907.3580061477,,,,,1245907.3580061477,,,,,,,,,,,,,,,,,,,
1763192951795,,,13.538,,,,,1249073.0846541473,,,,,1249073.0846541473,,,,,,,,,,,,,,,,,,,
1763192951916,,,,,,,,1252241.211988547,,,,,1252241.211988547,,,,,,,,,,,,,,,,,,,
1763192952037,,,,,,,,1255321.7848024666,,,,,1255321.7848024666,,,,,,,,,,,,,,,,,,,
1763192952160,,,13.542,,,,,1258243.403222466,,,,,1258243.403222466,,,,,,,,,,,,,,,,,,,
1763192952282,,,13.538,,,,,1261200.7971987866,,,,,1261200.7971987866,,,,,,,,,,,,,,,,,,,
1763192952404,,,13.542,,,,,1264104.1631344666,,,,,1264104.1631344666,,,,,,,,,,,,,,,,,,,
1763192952526,,,,,,,,1267357.8954322268,,,,,1267357.8954322268,,,,,,,,,,,,,,,,,,,
1763192952647,,,,,,,,1270098.5826491879,,,,,1270098.5826491879,,,,,,,,,,,,,,,,,,,
1763192952768,,,,,,,,1272971.2526877483,,,,,1272971.2526877483,,,,,,,,,,,,,,,,,,,
1763192952889,,,13.538,,,,,1275809.5910482286,,,,,1275809.5910482286,,,,,,,,,,,,,,,,,,,
1763192953012,,,13.542,,,,,1278646.994135908,,,,,1278646.994135908,,,,,,,,,,,,,,,,,,,
1763192953135,,,13.538,,,,,1281541.488105828,,,,,1281541.488105828,,,,,,,,,,,,,,,,,,,
1763192953257,,,13.547,,,,,1284398.1302443885,,,,,1284398.1302443885,,,,,,,,,,,,,,,,,,,
1763192953379,,,13.538,,,,,1287240.4585197484,,,,,1287240.4585197484,,,,,,,,,,,,,,,,,,,
1763192953499,,,13.542,,,,,1289991.3818490289,,,,,1289991.3818490289,,,,,,,,,,,,,,,,,,,
1763192953620,,,13.538,,,,,1292715.5567055088,,,,,1292715.5567055088,,,,,,,,,,,,,,,,,,,
1763192953741,,,,,,,,1295421.3297917487,,,,,1295421.3297917487,,,,,,,,,,,,,,,,,,,
1763192953862,,,,,,,,1298235.0195002286,,,,,1298235.0195002286,,,,,,,,,,,,,,,,,,,
1763192953983,,,13.542,,,,,1301415.6777843894,,,,,1301415.6777843894,,,,,,,,,,,,,,,,,,,
1763192954104,,,13.538,,,,,1304518.3009432685,,,,,1304518.3009432685,,,,,,,,,,,,,,,,,,,
1763192954225,,,13.542,,,,,1307325.8741682286,,,,,1307325.8741682286,,,,,,,,,,,,,,,,,,,
1763192954346,,,,,,,,1310522.0402781488,,,,,1310522.0402781488,,,,,,,,,,,,,,,,,,,
1763192954468,,,13.538,,,,,1313625.2216831082,,,,,1313625.2216831082,,,,,,,,,,,,,,,,,,,
1763192954589,,,,,,,,1316379.603425668,,,,,1316379.603425668,,,,,,,,,,,,,,,,,,,
1763192954710,,,,,,,,1319096.9535823078,,,,,1319096.9535823078,,,,,,,,,,,,,,,,,,,
1763192954832,,,,,,,,1321896.9389931879,,,,,1321896.9389931879,,,,,,,,,,,,,,,,,,,
1763192954953,,,,,,,,1324783.978432388,,,,,1324783.978432388,,,,,,,,,,,,,,,,,,,
1763192955073,,,,,,,,1327772.4283130274,,,,,1327772.4283130274,,,,,,,,,,,,,,,,,,,
1763192955195,,,,,,,,1330848.3324315867,,,,,1330848.3324315867,,,,,,,,,,,,,,,,,,,
1763192955316,,,,,,,,1334010.926336547,,,,,1334010.926336547,,,,,,,,,,,,,,,,,,,
1763192955438,,,,,,,,1337264.8435418264,,,,,1337264.8435418264,,,,,,,,,,,,,,,,,,,
1763192955560,,,,,,,,1340379.2675303067,,,,,1340379.2675303067,,,,,,,,,,,,,,,,,,,
1763192955681,,,,,,,,1343130.1647367072,,,,,1343130.1647367072,,,,,,,,,,,,,,,,,,,
1763192955801,,,13.542,,,,,1345721.6613378283,,,,,1345721.6613378283,,,,,,,,,,,,,,,,,,,
1763192955924,,,,,,,,1348511.656265828,,,,,1348511.656265828,,,,,,,,,,,,,,,,,,,
1763192956050,,,13.538,,,,,1351209.2829335078,,,,,1351209.2829335078,,,,,,,,,,,,,,,,,,,
1763192956172,,,,,,,,1354101.6144007083,,,,,1354101.6144007083,,,,,,,,,,,,,,,,,,,
1763192956294,,,13.542,,,,,1357061.6341464685,,,,,1357061.6341464685,,,,,,,,,,,,,,,,,,,
1763192956414,,,13.529,,,,,1359607.6374754286,,,,,1359607.6374754286,,,,,,,,,,,,,,,,,,,
1763192956536,,,13.538,,,,,1363040.0753951084,,,,,1363040.0753951084,,,,,,,,,,,,,,,,,,,
1763192956658,,,,,,,,1366023.9692255089,,,,,1366023.9692255089,,,,,,,,,,,,,,,,,,,
1763192956780,,,,,,,,1368871.462753829,,,,,1368871.462753829,1400.0,1400.0,1.0,1.0,20777.800144342204,0.65,,,,,False,,,,,,,,
